Latitude_degree,Longitudedegree,Water_Sample_Depth_m,Microplastics_measurement,Toxicity,Color,nearest_current_speed,nearest_u_current,nearest_v_current,is_land
0.9283,107.473,0.45,0.003,Medium,Blue,0.17220047563516,0.1670000106096267,0.0420000031590461,False
0.043,107.8617,0.45,0.008,Medium,Blue,0.5756700732151159,0.4140000343322754,-0.4000000059604645,False
-1.7148,108.6782,0.45,0.0,Low,Green,0.8700264575947251,0.8550000190734863,-0.1610000133514404,False
-1.9787,108.3947,0.45,0.001,Low,Green,0.6771528758796274,0.6100000143051147,-0.2939999997615814,False
-2.3727,107.6495,0.45,0.005,Medium,Blue,0.5912782942471879,0.4270000159740448,-0.4090000092983246,False
-2.8098,107.366,0.45,0.0,Low,Green,1.679115300777188,1.4880000352859497,-0.7780000567436218,False
-3.1458,111.4727,0.45,0.001,Low,Green,0.2762842920293583,-0.2370000183582306,0.1420000046491623,False
-1.66,108.9217,0.45,0.0,Low,Green,0.7729844907151098,0.7720000147819519,-0.0390000008046627,False
-0.01,108.7017,0.45,0.0,Low,Green,0.2804318250537204,0.2490000128746032,0.1290000081062317,False
3.81,112.9183,0.45,0.0,Low,Green,0.5560405040363888,0.534000039100647,-0.1550000011920929,False
9.9233,116.3,0.45,0.024,High,Red,0.2996414732806916,-0.1319999992847442,0.2690000236034393,False
14.228,118.822,0.45,0.021,High,Red,0.2532686410738817,0.2470000088214874,-0.0560000017285347,False
23.641,122.963,0.45,0.007,Medium,Blue,0.4799354403879198,-0.0530000030994415,0.4770000278949737,False
24.342,124.147,0.45,0.003,Medium,Blue,0.1980328342912536,0.164000004529953,0.111000008881092,False
26.163,127.342,0.45,0.001,Low,Green,0.1718167712609389,0.1360000073909759,-0.1050000041723251,False
26.272,127.555,0.45,0.002,Medium,Blue,0.2043550968721327,0.1440000087022781,-0.145000010728836,False
28.111,129.335,0.45,0.005,Medium,Blue,0.1947331651146384,0.1600000113248825,-0.111000008881092,False
28.192,129.217,0.45,0.002,Medium,Blue,0.1235556622053373,0.1210000067949295,-0.025000000372529,False
-18.5534,43.8379,0.45,0.003,Medium,Blue,0.251882922410017,0.038000002503395,-0.2490000128746032,False
30.769,130.32,0.45,0.009,Medium,Blue,0.3489369772965753,0.3410000205039978,-0.0740000009536743,False
31.862,124.927,0.45,0.001,Low,Green,0.1346291277048097,-0.0830000042915344,0.106000006198883,False
33.123,129.574,0.45,0.003,Medium,Blue,0.2501619475655521,0.0090000005438923,0.25,False
-33.894,121.8233,0.45,0.0,Low,Green,0.158113893375173,0.0900000035762786,0.1300000101327896,False
38.8607,9.4305,0.45,0.011,High,Red,0.1350740588730626,-0.1270000040531158,0.0460000038146972,False
27.0603,142.1949,0.45,0.0,Low,Green,0.0574282176904262,0.0470000021159648,-0.032999999821186,False
27.0937,142.1932,0.45,0.0,Low,Green,0.0574282176904262,0.0470000021159648,-0.032999999821186,False
27.1099,142.2044,0.45,0.0,Low,Green,0.0574282176904262,0.0470000021159648,-0.032999999821186,False
-5.6916,53.6746,0.45,0.0,Low,Green,0.1240161334082692,-0.0020000000949949,-0.1240000054240226,False
-7.0409,52.7586,0.45,0.0,Low,Green,0.1015332488722981,0.0300000011920928,-0.0970000028610229,False
-9.5397,50.9678,0.45,0.0,Low,Green,0.1700117660879604,-0.1700000017881393,0.0020000000949949,False
-39.6324,178.6445,0.5,89.0,High,Red,0.1070794141865198,-0.021000001579523,-0.1050000041723251,False
-37.2283,1.5823,0.5,24.0,High,Red,0.1396066035394262,0.1390000134706497,0.0130000002682209,False
-35.8139,16.4326,0.5,12.0,High,Red,0.5924457967953721,-0.4960000216960907,0.3240000009536743,False
-37.1519,22.5079,0.5,46.0,High,Red,0.7608449540009843,-0.6740000247955322,-0.3530000150203705,False
-40.4232,45.9517,0.5,2.0,High,Red,0.4027468496971373,-0.3380000293254852,-0.2190000116825103,False
-43.9,64.4886,0.5,21.0,High,Red,0.8034880746954675,0.6670000553131104,0.4480000138282776,False
-44.8215,80.5655,0.5,25.0,High,Red,0.2816025687019957,0.270000010728836,0.0800000056624412,False
-45.2863,94.1626,0.5,14.0,High,Red,0.1020833010357526,0.0890000015497207,-0.050000000745058,False
-46.0689,117.2944,0.5,0.0,Low,Green,0.1704846115687537,0.1240000054240226,0.1170000061392784,False
-42.353,140.3311,0.5,66.0,High,Red,0.0564358059800763,-0.0070000002160668,-0.0560000017285347,False
-29.6277,156.6962,0.5,39.0,High,Red,0.4913675060844654,0.4910000264644623,-0.0190000012516975,False
-12.4177,161.9762,0.5,20.0,High,Red,0.308974123427593,-0.2560000121593475,-0.1730000078678131,False
-4.57,161.4115,0.5,23.0,High,Red,0.5797258045691004,-0.5690000057220459,-0.111000008881092,False
3.5162,156.7595,0.5,11.0,High,Red,0.2879027669141711,0.2820000052452087,-0.0580000020563602,False
13.8904,136.0467,0.5,48.0,High,Red,0.2036786742719802,-0.1860000044107437,-0.0830000042915344,False
19.3505,120.8961,0.5,75.0,High,Red,0.3651369791410001,-0.2270000129938125,0.2860000133514404,False
21.5077,119.5477,0.5,349.0,High,Red,0.2844292630415553,0.2540000081062317,0.1280000060796737,False
24.8359,127.8911,0.5,243.0,High,Red,0.2529604876261632,0.1900000125169754,-0.1670000106096267,False
