Latitude_degree,Longitudedegree,Water_Sample_Depth_m,Microplastics_measurement,Toxicity,Color,nearest_current_speed,nearest_u_current,nearest_v_current,is_land
8.1267,153.4173,0.5,101.0,High,Red,0.2142638687983156,-0.1500000059604644,0.1530000120401382,False
0.454,158.313,0.5,113.0,High,Red,0.3784706195581649,-0.3740000128746032,-0.0580000020563602,False
-8.8194,163.0896,0.5,38.0,High,Red,0.1452790444283181,0.1410000026226043,-0.0350000001490116,False
-14.4883,164.6665,0.5,122.0,High,Red,0.1428355747730107,-0.101000003516674,-0.101000003516674,False
-20.0233,162.6339,0.5,44.0,High,Red,0.2464731352570628,0.1900000125169754,0.1570000052452087,False
-31.5239,164.4412,0.5,41.0,High,Red,0.2733057036524213,0.1700000017881393,0.2140000164508819,False
-34.2443,170.8554,0.5,54.0,High,Red,0.0479270315626706,0.0440000034868717,0.0190000012516975,False
-40.058,177.9375,0.5,45.0,High,Red,0.069641946248348,-0.025000000372529,0.0650000050663948,False
58.2836,3.6806,0.5,31.0,High,Red,0.1297998506612022,0.1080000028014183,-0.072000004351139,False
58.3569,10.1318,0.5,112.0,High,Red,0.1562082028530463,0.1510000079870224,-0.0400000028312206,False
57.3629,11.0655,0.5,63.0,High,Red,0.0810246878365093,0.0810000002384185,-0.0020000000949949,False
54.8186,6.5933,0.5,8.0,High,Red,0.0080000003799796,0.0,0.0080000003799796,False
-39.31105,163.59665,0.0,0.002178,Medium,Blue,0.1873232595104756,0.1430000066757202,0.1210000067949295,False
-39.31473,163.58022,0.0,0.002307,Medium,Blue,0.1873232595104756,0.1430000066757202,0.1210000067949295,False
-39.318,163.56478,0.0,0.001889,Medium,Blue,0.1873232595104756,0.1430000066757202,0.1210000067949295,False
-39.95148,160.418,0.0,0.003168,Medium,Blue,0.2616123221907562,0.2210000157356262,0.1400000005960464,False
-40.04405,160.10113,0.0,0.00733,Medium,Blue,0.2252820516808309,0.2160000056028366,0.0640000030398368,False
-40.05475,160.11415,0.0,0.004057,Medium,Blue,0.2252820516808309,0.2160000056028366,0.0640000030398368,False
-40.63478,155.89042,0.0,0.00475,Medium,Blue,0.0643816783389919,0.0470000021159648,0.0440000034868717,False
-40.64098,155.8671,0.0,0.010849,High,Red,0.0950157932285652,0.072000004351139,0.0620000027120113,False
-40.62293,155.93253,0.0,0.0,Low,Green,0.086954015168246,0.0440000034868717,0.0750000029802322,False
-41.13447,152.28345,0.0,0.00262,Medium,Blue,0.1170982535244222,-0.1160000041127204,-0.0160000007599592,False
-41.13793,152.27077,0.0,0.0,Low,Green,0.1170982535244222,-0.1160000041127204,-0.0160000007599592,False
-41.14212,152.25633,0.0,0.006034,Medium,Blue,0.1170982535244222,-0.1160000041127204,-0.0160000007599592,False
-43.57728,145.79962,0.0,0.107225,High,Red,0.1079675900719935,0.1040000021457672,-0.0290000010281801,False
-43.57258,145.79152,0.0,0.098609,High,Red,0.1079675900719935,0.1040000021457672,-0.0290000010281801,False
-43.56667,145.78497,0.0,0.030272,High,Red,0.1079675900719935,0.1040000021457672,-0.0290000010281801,False
-41.92197,144.54192,0.0,0.080999,High,Red,0.0831685072750771,-0.0260000005364418,-0.0790000036358833,False
-41.91947,144.5396,0.0,0.020258,High,Red,0.0831685072750771,-0.0260000005364418,-0.0790000036358833,False
-41.91697,144.5381,0.0,0.0,Low,Green,0.0831685072750771,-0.0260000005364418,-0.0790000036358833,False
-39.0414,142.41875,0.0,0.011847,High,Red,0.0814923347996239,0.0790000036358833,0.0200000014156103,False
-39.03912,142.40607,0.0,0.010705,High,Red,0.0814923347996239,0.0790000036358833,0.0200000014156103,False
-39.03532,142.39347,0.0,0.008259,Medium,Blue,0.0814923347996239,0.0790000036358833,0.0200000014156103,False
-37.8891,139.82588,0.0,0.003106,Medium,Blue,0.0864002356617637,0.0830000042915344,-0.0240000002086162,False
-37.88047,139.82037,0.0,0.008379,Medium,Blue,0.0864002356617637,0.0830000042915344,-0.0240000002086162,False
-37.87123,139.81547,0.0,0.045418,High,Red,0.1076893744142278,0.106000006198883,0.0190000012516975,False
-36.05597,135.6867,0.0,0.013926,High,Red,0.0646374532591342,0.0530000030994415,-0.0370000004768371,False
-36.04788,135.68618,0.0,0.006717,Medium,Blue,0.0646374532591342,0.0530000030994415,-0.0370000004768371,False
-36.03848,135.67853,0.0,0.0,Low,Green,0.0646374532591342,0.0530000030994415,-0.0370000004768371,False
-35.48068,132.18213,0.0,0.007775,Medium,Blue,0.038013157732337,-0.0220000017434358,0.0310000013560056,False
-35.47868,132.16957,0.0,0.0,Low,Green,0.038013157732337,-0.0220000017434358,0.0310000013560056,False
-35.47657,132.15517,0.0,0.004604,Medium,Blue,0.038013157732337,-0.0220000017434358,0.0310000013560056,False
-35.07215,127.26597,0.0,0.0,Low,Green,0.2104400231022061,-0.202000007033348,0.0590000040829181,False
-35.07203,127.23513,0.0,0.0,Low,Green,0.2104400231022061,-0.202000007033348,0.0590000040829181,False
-35.07265,127.23187,0.0,0.0,Low,Green,0.2104400231022061,-0.202000007033348,0.0590000040829181,False
-34.60373,121.81743,0.0,0.0,Low,Green,0.2907232588797969,0.262000024318695,0.1260000020265579,False
-34.60598,121.8119,0.0,0.005347,Medium,Blue,0.2907232588797969,0.262000024318695,0.1260000020265579,False
-34.60978,121.79283,0.0,0.003664,Medium,Blue,0.2907232588797969,0.262000024318695,0.1260000020265579,False
-35.31488,118.62283,0.0,0.005136,Medium,Blue,0.327684300596584,0.3240000009536743,0.0490000024437904,False
-35.31675,118.61635,0.0,0.0,Low,Green,0.327684300596584,0.3240000009536743,0.0490000024437904,False
-35.31775,118.61052,0.0,0.009509,Medium,Blue,0.327684300596584,0.3240000009536743,0.0490000024437904,False
-33.11375,114.49077,0.0,0.002965,Medium,Blue,0.0422018974013378,0.0340000018477439,-0.025000000372529,False
-33.11807,114.46918,0.0,0.0,Low,Green,0.0422018974013378,0.0340000018477439,-0.025000000372529,False
-33.12218,114.44685,0.0,0.001528,Medium,Blue,0.0422018974013378,0.0340000018477439,-0.025000000372529,False
-41.89778,148.44818,0.0,0.00833,Medium,Blue,0.1675291085849951,0.0290000010281801,0.1650000065565109,False
-41.88393,148.48472,0.0,0.032146,High,Red,0.1675291085849951,0.0290000010281801,0.1650000065565109,False
-41.8759,148.50267,0.0,0.02771,High,Red,0.1675291085849951,0.0290000010281801,0.1650000065565109,False
-39.65648,148.89263,0.0,0.0,Low,Green,0.0832346114464451,-0.0480000004172325,-0.0680000036954879,False
-39.65205,148.87323,0.0,0.0,Low,Green,0.0960416599500547,-0.050000000745058,-0.0820000022649765,False
-39.64013,148.86148,0.0,0.0,Low,Green,0.0960416599500547,-0.050000000745058,-0.0820000022649765,False
-37.64452,150.39712,0.0,0.044983,High,Red,0.3444488615610122,-0.1020000055432319,-0.3290000259876251,False
-37.62907,150.40002,0.0,0.038977,High,Red,0.3444488615610122,-0.1020000055432319,-0.3290000259876251,False
-37.61427,150.40195,0.0,0.033418,High,Red,0.3121618333858143,-0.0790000036358833,-0.3020000159740448,False
-35.40383,150.83983,0.0,0.098376,High,Red,0.0901387847795867,-0.0750000029802322,0.050000000745058,False
-35.39598,150.84418,0.0,0.215576,High,Red,0.0901387847795867,-0.0750000029802322,0.050000000745058,False
-35.38805,150.84853,0.0,0.074271,High,Red,0.0901387847795867,-0.0750000029802322,0.050000000745058,False
-33.88162,152.00315,0.0,0.03416,High,Red,0.1414849890073686,0.1030000075697898,0.0970000028610229,False
-33.87417,152.0111,0.0,0.086755,High,Red,0.1795355195005092,0.1730000078678131,0.0480000004172325,False
-33.86847,152.01795,0.0,0.045399,High,Red,0.1795355195005092,0.1730000078678131,0.0480000004172325,False
-33.17183,152.69227,0.0,0.07019,High,Red,0.6633159241343086,0.1220000088214874,-0.6520000100135803,False
-33.16635,152.69913,0.0,0.22494,High,Red,0.6633159241343086,0.1220000088214874,-0.6520000100135803,False
-33.16257,152.70397,0.0,0.393085,High,Red,0.6633159241343086,0.1220000088214874,-0.6520000100135803,False
-31.03155,153.37642,0.0,0.022993,High,Red,0.6960259011649533,-0.006000000052154,-0.6960000395774841,False
-28.34203,153.92107,0.0,0.116978,High,Red,0.813117519077428,0.3740000128746032,-0.7220000624656677,False
-28.34075,153.92282,0.0,0.247316,High,Red,0.813117519077428,0.3740000128746032,-0.7220000624656677,False
-28.33793,153.92417,0.0,0.383471,High,Red,0.813117519077428,0.3740000128746032,-0.7220000624656677,False
-24.9075,155.20875,0.0,0.008743,Medium,Blue,0.1646845581307677,-0.1600000113248825,-0.0390000008046627,False
-24.91807,155.20227,0.0,0.0,Low,Green,0.1646845581307677,-0.1600000113248825,-0.0390000008046627,False
-24.9343,155.18305,0.0,0.0,Low,Green,0.1646845581307677,-0.1600000113248825,-0.0390000008046627,False
-23.87053,162.33852,0.0,0.068654,High,Red,0.0949210211915599,0.0890000015497207,-0.032999999821186,False
-23.86773,162.35852,0.0,0.090531,High,Red,0.0949210211915599,0.0890000015497207,-0.032999999821186,False
-23.86543,162.37358,0.0,0.118563,High,Red,0.0949210211915599,0.0890000015497207,-0.032999999821186,False
-23.21353,166.6191,0.0,0.007248,Medium,Blue,0.3622499170902176,0.3470000028610229,-0.1040000021457672,False
-23.21028,166.63518,0.0,0.0,Low,Green,0.2928378506637074,0.2270000129938125,-0.1850000023841858,False
-23.20728,166.65175,0.0,0.0,Low,Green,0.2928378506637074,0.2270000129938125,-0.1850000023841858,False
-21.76922,170.62282,0.0,0.014685,High,Red,0.0977445731985932,0.0730000063776969,0.0650000050663948,False
-21.76087,170.63752,0.0,0.103781,High,Red,0.1162755372290297,0.0520000010728836,0.1040000021457672,False
-21.75115,170.65403,0.0,0.071936,High,Red,0.1162755372290297,0.0520000010728836,0.1040000021457672,False
-18.56495,176.50677,0.0,0.575242,High,Red,0.1776541616630776,-0.0850000008940696,-0.1560000032186508,False
-18.57427,176.49493,0.0,0.092436,High,Red,0.1776541616630776,-0.0850000008940696,-0.1560000032186508,False
-18.58183,176.4844,0.0,0.039291,High,Red,0.1776541616630776,-0.0850000008940696,-0.1560000032186508,False
-19.97755,174.99072,0.0,0.113499,High,Red,0.1331953465814484,-0.125,-0.0460000038146972,False
-19.98835,174.98173,0.0,0.088465,High,Red,0.1331953465814484,-0.125,-0.0460000038146972,False
-19.99892,174.97297,0.0,0.044577,High,Red,0.1331953465814484,-0.125,-0.0460000038146972,False
-21.28317,173.58103,0.0,0.011138,High,Red,0.2806599649415596,-0.0730000063776969,-0.2710000276565552,False
-21.28522,173.56815,0.0,0.009435,Medium,Blue,0.2806599649415596,-0.0730000063776969,-0.2710000276565552,False
-21.29425,173.55563,0.0,0.015428,High,Red,0.2806599649415596,-0.0730000063776969,-0.2710000276565552,False
-22.595,172.11148,0.0,0.030299,High,Red,0.418226035373822,0.1680000126361847,0.3830000162124634,False
-22.60033,172.096,0.0,0.034331,High,Red,0.418226035373822,0.1680000126361847,0.3830000162124634,False
-22.60532,172.08257,0.0,0.04127,High,Red,0.418226035373822,0.1680000126361847,0.3830000162124634,False
-23.74987,170.53772,0.0,0.0,Low,Green,0.1284250819363593,-0.0980000048875808,-0.0830000042915344,False
-23.7575,170.52715,0.0,0.0,Low,Green,0.1284250819363593,-0.0980000048875808,-0.0830000042915344,False
-23.7659,170.5155,0.0,0.0,Low,Green,0.1284250819363593,-0.0980000048875808,-0.0830000042915344,False
-25.07178,168.71188,0.0,0.024934,High,Red,0.1734156941945789,0.1170000061392784,-0.1280000060796737,False
-25.0803,168.69988,0.0,0.0,Low,Green,0.1734156941945789,0.1170000061392784,-0.1280000060796737,False
-25.08907,168.68785,0.0,0.0,Low,Green,0.1734156941945789,0.1170000061392784,-0.1280000060796737,False
-26.28555,167.01447,0.0,0.016746,High,Red,0.3358005579378637,-0.2010000050067901,0.2690000236034393,False
-26.293,167.0018,0.0,0.008996,Medium,Blue,0.3358005579378637,-0.2010000050067901,0.2690000236034393,False
-26.29975,166.9894,0.0,0.008581,Medium,Blue,0.3358005579378637,-0.2010000050067901,0.2690000236034393,False
-27.5269,165.19595,0.0,0.008372,Medium,Blue,0.1945173556115776,-0.1410000026226043,0.1340000033378601,False
-27.53873,165.18795,0.0,0.024852,High,Red,0.1945173556115776,-0.1410000026226043,0.1340000033378601,False
-27.55053,165.18007,0.0,0.008204,Medium,Blue,0.1945173556115776,-0.1410000026226043,0.1340000033378601,False
-35.64345,155.07453,0.0,0.007675,Medium,Blue,0.4025233161434033,0.2930000126361847,-0.2760000228881836,False
-35.65593,155.06335,0.0,0.0,Low,Green,0.4025233161434033,0.2930000126361847,-0.2760000228881836,False
-35.66785,155.05293,0.0,0.0,Low,Green,0.4025233161434033,0.2930000126361847,-0.2760000228881836,False
-37.37283,153.54095,0.0,0.042293,High,Red,0.1992485963192825,0.0659999996423721,-0.1880000084638595,False
-37.38412,153.53085,0.0,0.113406,High,Red,0.2687043161562684,0.1890000104904174,-0.1910000145435333,False
-37.41405,153.51875,0.0,0.098234,High,Red,0.2687043161562684,0.1890000104904174,-0.1910000145435333,False
-42.28115,148.9709,0.0,0.064812,High,Red,0.122384645434795,-0.1130000054836273,0.0470000021159648,False
-42.29233,148.96027,0.0,0.021715,High,Red,0.122384645434795,-0.1130000054836273,0.0470000021159648,False
-42.30348,148.9488,0.0,0.0,Low,Green,0.122384645434795,-0.1130000054836273,0.0470000021159648,False
-42.82452,148.45405,0.0,0.019425,High,Red,0.1118302359422399,-0.0950000062584877,-0.0590000040829181,False
-42.8332,148.44095,0.0,0.035888,High,Red,0.1118302359422399,-0.0950000062584877,-0.0590000040829181,False
-42.84152,148.42772,0.0,0.026936,High,Red,0.1118302359422399,-0.0950000062584877,-0.0590000040829181,False
-13.6551,144.08783,0.0,0.028222,High,Red,0.1225397962266714,-0.1100000068545341,-0.0540000014007091,False
-13.63958,144.07703,0.0,0.011252,High,Red,0.1225397962266714,-0.1100000068545341,-0.0540000014007091,False
-13.62448,144.06552,0.0,0.021554,High,Red,0.2299652298083663,-0.2280000150203704,-0.0300000011920928,False
-12.29455,141.6211,0.0,0.005306,Medium,Blue,0.3159019010483909,-0.1130000054836273,-0.2950000166893005,False
-15.48633,141.04482,0.0,0.0,Low,Green,0.2562225780817571,0.2070000171661377,0.1510000079870224,False
-15.50107,141.0419,0.0,0.007019,Medium,Blue,0.2562225780817571,0.2070000171661377,0.1510000079870224,False
-15.51598,141.03977,0.0,0.0,Low,Green,0.2562225780817571,0.2070000171661377,0.1510000079870224,False
-17.04805,140.7775,0.0,0.0,Low,Green,0.2236068078792618,0.1520000100135803,0.164000004529953,False
-17.05975,140.7749,0.0,0.0,Low,Green,0.2236068078792618,0.1520000100135803,0.164000004529953,False
-17.07207,140.77237,0.0,0.0,Low,Green,0.2236068078792618,0.1520000100135803,0.164000004529953,False
-18.65127,119.49575,0.0,0.032324,High,Red,0.1464411260475039,-0.0490000024437904,-0.1380000114440918,False
-18.65402,119.48223,0.0,0.013106,High,Red,0.1464411260475039,-0.0490000024437904,-0.1380000114440918,False
-18.65812,119.46793,0.0,0.0,Low,Green,0.1464411260475039,-0.0490000024437904,-0.1380000114440918,False
-18.86238,118.6791,0.0,0.029281,High,Red,0.0639765603667229,0.0270000007003545,0.0580000020563602,False
-18.8663,118.66015,0.0,0.013068,High,Red,0.0639765603667229,0.0270000007003545,0.0580000020563602,False
-18.8719,118.64178,0.0,0.006289,Medium,Blue,0.0639765603667229,0.0270000007003545,0.0580000020563602,False
-18.98292,118.21145,0.0,0.051702,High,Red,0.0508035448014172,-0.0300000011920928,0.0410000011324882,False
-18.98802,118.19215,0.0,0.020046,High,Red,0.0508035448014172,-0.0300000011920928,0.0410000011324882,False
-18.99285,118.17348,0.0,0.013454,High,Red,0.0508035448014172,-0.0300000011920928,0.0410000011324882,False
-19.1081,117.7258,0.0,0.0,Low,Green,0.043863426323081,0.0320000015199184,0.0300000011920928,False
-19.11222,117.70678,0.0,0.007204,Medium,Blue,0.043863426323081,0.0320000015199184,0.0300000011920928,False
-19.11567,117.68887,0.0,0.021821,High,Red,0.043863426323081,0.0320000015199184,0.0300000011920928,False
-19.43043,115.91705,0.0,0.040021,High,Red,0.0900000043213367,0.072000004351139,-0.0540000014007091,False
-19.42942,115.93573,0.0,0.007058,Medium,Blue,0.0900000043213367,0.072000004351139,-0.0540000014007091,False
-19.42803,115.95395,0.0,0.047637,High,Red,0.0900000043213367,0.072000004351139,-0.0540000014007091,False
-20.05943,116.3843,0.0,0.091162,High,Red,0.0676757007042432,0.0220000017434358,0.0640000030398368,False
-20.06373,116.35573,0.0,0.085492,High,Red,0.0474130819718679,-0.0420000031590461,-0.0220000017434358,False
-20.06907,116.34478,0.0,0.461482,High,Red,0.0474130819718679,-0.0420000031590461,-0.0220000017434358,False
-20.31557,115.66887,0.0,0.038231,High,Red,0.1182708837086166,-0.1180000081658363,0.0080000003799796,False
-20.32093,115.6518,0.0,0.014648,High,Red,0.1182708837086166,-0.1180000081658363,0.0080000003799796,False
-20.3269,115.63548,0.0,0.007698,Medium,Blue,0.1182708837086166,-0.1180000081658363,0.0080000003799796,False
-19.79527,115.98943,0.0,0.014611,High,Red,0.0929623623514433,-0.0490000024437904,-0.0790000036358833,False
-19.79682,115.97247,0.0,0.025056,High,Red,0.0929623623514433,-0.0490000024437904,-0.0790000036358833,False
-19.80863,115.95553,0.0,0.005844,Medium,Blue,0.0929623623514433,-0.0490000024437904,-0.0790000036358833,False
-20.38063,115.13538,0.0,0.0,Low,Green,0.0685419591600086,0.0270000007003545,-0.0630000010132789,False
-20.39898,115.12235,0.0,0.0,Low,Green,0.1011780643765931,-0.006000000052154,-0.101000003516674,False
-20.39898,115.10848,0.0,0.015229,High,Red,0.1011780643765931,-0.006000000052154,-0.101000003516674,False
-16.43465,0.87923,0.0,0.009099,Medium,Blue,0.1377860678931197,0.0360000021755695,0.1330000013113021,False
-17.62744,1.8473,0.0,0.0,Low,Green,0.0635609964241654,0.0260000005364418,0.0580000020563602,False
-20.23789,3.0499,0.0,0.003122,Medium,Blue,0.1526204520847617,0.1170000061392784,0.0980000048875808,False
-31.72894,13.78313,0.0,0.003242,Medium,Blue,0.1649393835279118,-0.0310000013560056,0.1620000004768371,False
-46.91922,38.11349,0.0,0.005858,Medium,Blue,0.0983869988068729,0.0880000069737434,0.0440000034868717,False
-46.165,51.016,0.0,0.0,Low,Green,0.0339705770684645,0.025000000372529,-0.0230000019073486,False
-50.9903,72.04491,0.0,0.0,Low,Green,0.0370000004768371,0.0,0.0370000004768371,False
-53.1143,81.77099,0.0,0.0,Low,Green,0.2200454626576412,0.096000000834465,0.1980000138282776,False
-54.84316,95.76494,0.0,0.0,Low,Green,0.154796647320125,0.0990000069141388,-0.1190000027418136,False
-53.79864,112.36885,0.0,0.0,Low,Green,0.0702637918755711,-0.0640000030398368,-0.0290000010281801,False
-53.2547,118.21754,0.0,0.0,Low,Green,0.055145266147869,-0.0040000001899898,0.055000003427267,False
-49.12376,133.55554,0.0,0.0,Low,Green,0.3420526455652138,0.3180000185966491,0.1260000020265579,False
-46.38769,150.40645,0.0,0.0,Low,Green,0.2285694782080049,0.2200000137090683,-0.0620000027120113,False
-53.62655,149.31004,0.0,0.003016,Medium,Blue,0.1950025718344518,0.0010000000474974,-0.1950000077486038,False
-59.61187,148.65504,0.0,0.0,Low,Green,0.0214009354558484,-0.0130000002682209,0.0170000009238719,False
-54.653808,0.964228,0.0,0.0,Low,Green,0.0850881919334503,0.0740000009536743,0.0420000031590461,False
-51.04802,6.993731,0.0,0.0,Low,Green,0.1011928863976715,0.096000000834465,0.0320000015199184,False
-48.986654,9.025014,0.0,0.0,Low,Green,0.1897893681252656,0.1660000085830688,-0.0920000076293945,False
-43.976782,14.111344,0.0,0.0,Low,Green,0.0320156227078246,-0.0010000000474974,0.0320000015199184,False
-34.678741,17.230938,0.0,0.007988,Medium,Blue,0.1924266223038433,0.1180000081658363,0.1520000100135803,False
-46.648167,38.01345,0.0,0.0,Low,Green,0.0540092598669115,-0.0010000000474974,-0.0540000014007091,False
-41.000367,26.837433,0.0,0.0,Low,Green,0.5586448405906487,0.2280000150203704,0.5100000500679016,False
-37.927117,24.757867,0.0,0.008346,Medium,Blue,0.7551139068491994,0.0410000011324882,0.7540000081062317,False
-37.5001,24.349333,0.0,0.130321,High,Red,0.8750588824606961,0.4120000302791595,0.7720000147819519,False
-36.499017,23.708367,0.0,0.04673,High,Red,0.1579525333868556,0.1180000081658363,-0.1050000041723251,False
-36.254133,23.540033,0.0,0.00564,Medium,Blue,0.610266352020682,-0.2990000247955322,-0.5320000052452087,False
-36.02685,23.358483,0.0,0.009596,Medium,Blue,1.1789122511141807,-0.76500004529953,-0.8970000147819519,False
-34.50888,8.3329,0.0,0.05071,High,Red,0.0972933772435342,0.021000001579523,0.0950000062584877,False
-34.50517,3.56752,0.0,0.024087,High,Red,0.3841575231368694,-0.0110000008717179,0.3840000033378601,False
-34.49666,5.10195,0.0,0.033133,High,Red,0.2144411452291273,-0.1690000146627426,-0.1319999992847442,False
-34.49263,10.18383,0.0,0.126317,High,Red,0.1214331113929849,-0.1150000020861625,0.0390000008046627,False
-35.01661,12.4497,0.0,0.009465,Medium,Blue,0.1245792974280279,0.1240000054240226,0.0120000001043081,False
-35.25027,13.067,0.0,0.006382,Medium,Blue,0.0878236919248655,0.0870000049471855,0.0120000001043081,False
-35.41008,13.46849,0.0,0.031277,High,Red,0.0441814475585017,0.0040000001899898,0.0440000034868717,False
-35.25582,13.65739,0.0,0.003263,Medium,Blue,0.1768191225582116,0.1720000058412552,-0.0410000011324882,False
-34.96585,13.93202,0.0,0.0,Low,Green,0.2039068536862031,0.1670000106096267,-0.1170000061392784,False
-34.74773,14.30475,0.0,0.0,Low,Green,0.1225887521551076,0.0120000001043081,-0.1220000088214874,False
-34.49927,14.63222,0.0,0.011877,High,Red,0.2683281679623777,-0.2400000095367431,0.1200000047683715,False
-34.49826,17.13556,0.0,0.006649,Medium,Blue,0.1596245739161189,-0.0420000031590461,0.1540000140666961,False
-34.40727,17.54742,0.0,0.002441,Medium,Blue,0.1833084923904898,-0.0290000010281801,0.1810000091791153,False
42.166833,16.633167,0.0,1.187517,High,Red,0.0930053806187267,0.0750000029802322,-0.055000003427267,False
41.999167,16.997833,0.0,5.717203,High,Red,0.1406556155799201,0.0700000002980232,-0.1220000088214874,False
42.180167,18.833333,0.0,0.539659,High,Red,0.1358823082738583,-0.1000000014901161,0.0920000076293945,False
42.1665,18.533167,0.0,3.515625,High,Red,0.1610745208966828,-0.1230000033974647,0.1040000021457672,False
41.499833,18.366333,0.0,0.716146,High,Red,0.0353411957233506,0.0320000015199184,-0.0150000005960464,False
41.4995,18.8355,0.0,0.140056,High,Red,0.0784474380382997,-0.0230000019073486,0.0750000029802322,False
41.824833,19.21,0.0,0.783476,High,Red,0.0457930133620541,-0.0390000008046627,0.0240000002086162,False
42.037167,19.003667,0.0,0.245098,High,Red,0.0952680451528533,-0.0740000009536743,0.0600000023841857,False
41.038333,18.533333,0.0,1.30491,High,Red,0.1364184786513934,0.1230000033974647,-0.0590000040829181,False
40.8845,18.954667,0.0,3.962358,High,Red,0.0911975932815232,-0.006000000052154,0.0910000056028366,False
40.4495,19.132833,0.0,1.163257,High,Red,0.0439089998402288,-0.0220000017434358,0.038000002503395,False
40.503833,19.226667,0.0,0.32175,High,Red,0.0439089998402288,-0.0220000017434358,0.038000002503395,False
40.307167,19.338667,0.0,1.094276,High,Red,0.0261725051924999,0.0260000005364418,0.003000000026077,False
40.172,19.393333,0.0,1.598639,High,Red,0.0181107713678968,0.0020000000949949,0.0180000010877847,False
40.1265,19.3085,0.0,1.701702,High,Red,0.0261725051924999,0.0260000005364418,0.003000000026077,False
40.083333,19.133333,0.0,0.976801,High,Red,0.0072111026997101,0.006000000052154,0.0040000001899898,False
39.666667,19.366667,0.0,11.196078,High,Red,0.0291547604996321,-0.0290000010281801,0.003000000026077,False
39.6665,19.132167,0.0,0.402047,High,Red,0.0291547604996321,-0.0290000010281801,0.003000000026077,False
41.502667,17.548833,0.0,0.094697,High,Red,0.1591383108739531,0.1100000068545341,-0.1150000020861625,False
39.3338,17.82005,0.0,5.8753,High,Red,0.1629846695992478,0.0400000028312206,-0.1580000072717666,False
37.314,11.563,0.0,5.432309,High,Red,0.1162970412351936,-0.0230000019073486,-0.1140000075101852,False
37.416,11.744,0.0,1.02783,High,Red,0.1430314712464363,0.0730000063776969,-0.1230000033974647,False
37.459,11.83,0.0,3.133609,High,Red,0.1430314712464363,0.0730000063776969,-0.1230000033974647,False
37.587,12.006,0.0,1.223491,High,Red,0.1133710782609323,0.0570000037550926,-0.0980000048875808,False
37.648,12.145,0.0,1.141079,High,Red,0.0277308496287049,0.0120000001043081,-0.025000000372529,False
37.729,12.335,0.0,0.282678,High,Red,0.0277308496287049,0.0120000001043081,-0.025000000372529,False
38.086,11.957,0.0,0.454545,High,Red,0.0925418900712793,0.0920000076293945,0.0100000007078051,False
38.12,11.846,0.0,4.239766,High,Red,0.1218072275378051,0.1190000027418136,-0.0260000005364418,False
38.181,11.667,0.0,1.012461,High,Red,0.2720294312093679,0.2600000202655792,-0.0800000056624412,False
38.234,11.531,0.0,2.876984,High,Red,0.2140490703864209,0.2110000103712082,-0.0360000021755695,False
38.534,10.869,0.0,1.952381,High,Red,0.1084527616130666,0.0910000056028366,-0.0590000040829181,False
38.632,10.684,0.0,1.768116,High,Red,0.0920489076739377,0.003000000026077,-0.0920000076293945,False
38.7111,10.47,0.0,1.554174,High,Red,0.0325729964576251,-0.0310000013560056,-0.0100000007078051,False
38.805,10.258,0.0,2.054082,High,Red,0.0212132050029323,-0.021000001579523,0.003000000026077,False
38.857,10.183,0.0,0.857605,High,Red,0.0212132050029323,-0.021000001579523,0.003000000026077,False
38.914,10.015,0.0,2.220195,High,Red,0.0396988677347421,0.0260000005364418,-0.0300000011920928,False
39.014,9.787,0.0,3.379416,High,Red,0.0838152774980662,-0.0680000036954879,0.0490000024437904,False
38.19171,8.8,0.0,0.775194,High,Red,0.1552063183468927,-0.0800000056624412,-0.1330000013113021,False
38.201,7.813,0.0,1.164875,High,Red,0.1387984193825251,0.0560000017285347,0.1270000040531158,False
38.155,7.263,0.0,1.37987,High,Red,0.1384377173234772,0.0740000009536743,0.1170000061392784,False
38.116,6.637,0.0,0.919913,High,Red,0.1804272717474595,0.0350000001490116,0.1770000010728836,False
38.069,5.969,0.0,5.261137,High,Red,0.0152315466294658,0.0140000004321336,-0.006000000052154,False
38.031,5.324,0.0,0.995025,High,Red,0.1310610666341042,0.0040000001899898,0.1310000121593475,False
37.978,4.647,0.0,5.992509,High,Red,0.101242286692236,-0.0290000010281801,-0.0970000028610229,False
39.80334,4.403955,0.0,2.542651,High,Red,0.0336154739821722,0.0290000010281801,-0.0170000009238719,False
39.80334,4.607777,0.0,16.963109,High,Red,0.0336154739821722,0.0290000010281801,-0.0170000009238719,False
39.774167,11.888333,0.0,2.92581,High,Red,0.0590338907553583,0.0580000020563602,-0.0110000008717179,False
43.025,9.7,0.0,1.546392,High,Red,0.0404474996399469,-0.0400000028312206,-0.006000000052154,False
43.025167,9.641667,0.0,0.809524,High,Red,0.0404474996399469,-0.0400000028312206,-0.006000000052154,False
43.030017,9.769867,0.0,3.924915,High,Red,0.0404474996399469,-0.0400000028312206,-0.006000000052154,False
39.80334,7.998629,0.0,13.740741,High,Red,0.0426380115157523,0.0270000007003545,-0.032999999821186,False
39.800667,7.819333,0.0,6.08365,High,Red,0.050249379632807,0.0430000014603138,-0.0260000005364418,False
39.800167,7.3995,0.0,2.744511,High,Red,0.0919238871387086,0.0130000002682209,0.0910000056028366,False
39.800667,6.999833,0.0,12.459936,High,Red,0.1813422250159311,-0.1580000072717666,0.0890000015497207,False
